# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_CODON_CHANGE_PLUS_CODON_DELETION	variants_effect_CODON_CHANGE_PLUS_CODON_INSERTION	variants_effect_CODON_DELETION	variants_effect_CODON_INSERTION	variants_effect_DOWNSTREAM	variants_effect_FRAME_SHIFT	variants_effect_INTRON	variants_effect_NON_SYNONYMOUS_CODING	variants_effect_NON_SYNONYMOUS_START	variants_effect_SPLICE_SITE_ACCEPTOR	variants_effect_SPLICE_SITE_DONOR	variants_effect_START_GAINED	variants_effect_START_LOST	variants_effect_STOP_GAINED	variants_effect_STOP_LOST	variants_effect_SYNONYMOUS_CODING	variants_effect_SYNONYMOUS_STOP	variants_effect_TRANSCRIPT	variants_effect_UPSTREAM	variants_effect_UTR_3_PRIME	variants_effect_UTR_5_PRIME
CmoCh19G001090.1	null.29968	CmoCh19G001090.1	protein_coding	0	0	0	19	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G001100.1	null.29969	CmoCh19G001100.1	protein_coding	0	0	0	13	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
CmoCh19G001110.1	null.29970	CmoCh19G001110.1	protein_coding	0	1	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CmoCh19G001120.1	null.29971	CmoCh19G001120.1	protein_coding	0	1	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CmoCh19G001130.1	null.29972	CmoCh19G001130.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh19G001140.1	null.29973	CmoCh19G001140.1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G001150.1	null.29974	CmoCh19G001150.1	protein_coding	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh19G001160.1	null.29975	CmoCh19G001160.1	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh19G001170.1	null.29976	CmoCh19G001170.1	protein_coding	0	1	0	5	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CmoCh19G001180.1	null.29977	CmoCh19G001180.1	protein_coding	0	0	0	13	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh19G001190.1	null.29978	CmoCh19G001190.1	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh19G001200.1	null.29979	CmoCh19G001200.1	protein_coding	0	0	0	11	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh19G001210.1	null.29980	CmoCh19G001210.1	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G001220.1	null.29981	CmoCh19G001220.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G001230.1	null.29982	CmoCh19G001230.1	protein_coding	0	0	0	20	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	17	0	0
CmoCh19G001240.1	null.29983	CmoCh19G001240.1	protein_coding	0	0	0	20	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	0	9	0	0
CmoCh19G001250.1	null.29984	CmoCh19G001250.1	protein_coding	0	0	2	19	0	0	0	0	16	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh19G001260.1	null.29985	CmoCh19G001260.1	protein_coding	0	0	0	29	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	1
CmoCh19G001270.1	null.29986	CmoCh19G001270.1	protein_coding	0	0	1	20	0	0	0	0	4	0	10	1	0	0	0	0	0	0	0	0	0	0	6	0	0
CmoCh19G001280.1	null.29987	CmoCh19G001280.1	protein_coding	0	1	1	15	0	0	0	0	9	0	1	1	0	0	0	0	0	0	0	1	0	0	5	0	0
CmoCh19G001290.1	null.29988	CmoCh19G001290.1	protein_coding	0	0	0	15	0	0	0	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh19G001300.1	null.29989	CmoCh19G001300.1	protein_coding	0	0	1	10	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh19G001310.1	null.29990	CmoCh19G001310.1	protein_coding	0	0	1	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	0	0
CmoCh19G001320.1	null.29991	CmoCh19G001320.1	protein_coding	0	2	0	22	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
CmoCh19G001330.1	null.29992	CmoCh19G001330.1	protein_coding	0	0	0	28	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
CmoCh19G001340.1	null.29993	CmoCh19G001340.1	protein_coding	0	6	6	16	0	0	0	0	11	0	0	6	0	0	0	0	0	0	0	6	0	0	5	0	0
CmoCh19G001350.1	null.29994	CmoCh19G001350.1	protein_coding	0	1	0	20	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0
CmoCh19G001360.1	null.29995	CmoCh19G001360.1	protein_coding	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0
CmoCh19G001370.1	null.29996	CmoCh19G001370.1	protein_coding	0	0	0	27	0	0	0	0	25	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G001380.1	null.29997	CmoCh19G001380.1	protein_coding	0	2	1	34	0	0	0	0	6	0	1	1	0	0	0	0	0	0	0	2	0	0	26	1	0
CmoCh19G001390.1	null.29998	CmoCh19G001390.1	protein_coding	0	0	1	36	0	0	0	0	28	0	1	1	0	0	0	0	0	0	0	0	0	0	7	0	0
CmoCh19G001400.1	null.29999	CmoCh19G001400.1	protein_coding	0	0	3	50	0	0	0	0	28	0	0	3	0	0	0	0	0	0	0	0	0	0	22	0	0
CmoCh19G001410.1	null.30000	CmoCh19G001410.1	protein_coding	0	0	1	51	0	0	0	0	29	0	2	1	0	0	0	0	0	0	0	0	0	0	20	0	0
CmoCh19G001420.1	null.30001	CmoCh19G001420.1	protein_coding	0	7	4	32	0	0	0	0	4	0	2	4	0	0	0	0	0	0	0	7	0	0	26	0	0
CmoCh19G001430.1	null.30002	CmoCh19G001430.1	protein_coding	0	1	0	27	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	21	0	0
CmoCh19G001440.1	null.30003	CmoCh19G001440.1	protein_coding	0	0	1	25	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	20	0	0
CmoCh19G001450.1	null.30004	CmoCh19G001450.1	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh19G001460.1	null.30005	CmoCh19G001460.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
CmoCh19G001470.1	null.30006	CmoCh19G001470.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh19G001480.1	null.30007	CmoCh19G001480.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G001490.1	null.30008	CmoCh19G001490.1	protein_coding	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G001500.1	null.30009	CmoCh19G001500.1	protein_coding	0	0	0	44	0	0	0	0	11	0	8	0	0	0	0	0	0	0	0	0	0	0	25	0	0
CmoCh19G001510.1	null.30010	CmoCh19G001510.1	protein_coding	0	0	0	11	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0
CmoCh19G001520.1	null.30011	CmoCh19G001520.1	protein_coding	0	1	0	31	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	29	0	0
CmoCh19G001530.1	null.30012	CmoCh19G001530.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh19G001540.1	null.30013	CmoCh19G001540.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh19G001550.1	null.30014	CmoCh19G001550.1	protein_coding	0	0	0	38	0	0	0	0	29	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh19G001560.1	null.30015	CmoCh19G001560.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G001570.1	null.30016	CmoCh19G001570.1	protein_coding	0	0	0	34	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0
CmoCh19G001580.1	null.30017	CmoCh19G001580.1	protein_coding	0	0	1	55	0	0	0	0	29	0	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G001610.1	null.30020	CmoCh19G001610.1	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G001620.1	null.30021	CmoCh19G001620.1	protein_coding	0	0	0	11	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh19G001630.1	null.30022	CmoCh19G001630.1	protein_coding	0	0	0	20	0	0	0	0	8	0	7	0	0	0	0	0	0	0	0	0	0	0	5	0	0
CmoCh19G001640.1	null.30023	CmoCh19G001640.1	protein_coding	0	0	1	16	0	0	0	0	7	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G001650.1	null.30024	CmoCh19G001650.1	protein_coding	0	0	0	35	0	0	0	0	14	0	3	0	0	0	0	0	0	0	0	0	0	0	18	0	0
CmoCh19G001660.1	null.30025	CmoCh19G001660.1	protein_coding	0	0	0	26	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
CmoCh19G001670.1	null.30026	CmoCh19G001670.1	protein_coding	0	0	0	53	0	0	0	0	30	0	5	0	0	0	0	0	0	0	0	0	0	0	18	0	0
CmoCh19G001680.1	null.30027	CmoCh19G001680.1	protein_coding	0	0	0	37	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	35	0	0
CmoCh19G001690.1	null.30028	CmoCh19G001690.1	protein_coding	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
CmoCh19G001700.1	null.30029	CmoCh19G001700.1	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh19G001710.1	null.30030	CmoCh19G001710.1	protein_coding	0	0	0	14	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh19G001720.1	null.30031	CmoCh19G001720.1	protein_coding	0	0	0	14	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh19G001730.1	null.30032	CmoCh19G001730.1	protein_coding	0	0	0	18	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
CmoCh19G001740.1	null.30033	CmoCh19G001740.1	protein_coding	0	0	3	14	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	8	0	0
CmoCh19G001750.1	null.30034	CmoCh19G001750.1	protein_coding	0	0	0	15	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
CmoCh19G001760.1	null.30035	CmoCh19G001760.1	protein_coding	0	0	0	20	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G001770.1	null.30036	CmoCh19G001770.1	protein_coding	1	7	2	40	0	0	0	0	0	0	41	2	0	0	1	0	0	0	0	7	0	0	0	0	0
CmoCh19G001780.1	null.30037	CmoCh19G001780.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh19G001790.1	null.30038	CmoCh19G001790.1	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CmoCh19G001800.1	null.30039	CmoCh19G001800.1	protein_coding	0	2	0	22	0	0	0	0	18	0	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0
CmoCh19G001810.1	null.30040	CmoCh19G001810.1	protein_coding	0	0	1	21	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	18	0	0
CmoCh19G001820.1	null.30041	CmoCh19G001820.1	protein_coding	0	0	0	24	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
CmoCh19G001830.1	null.30042	CmoCh19G001830.1	protein_coding	0	1	1	31	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	1	0	0	18	0	0
CmoCh19G001840.1	null.30043	CmoCh19G001840.1	protein_coding	0	0	0	32	0	0	0	0	6	0	17	0	0	0	0	0	0	0	0	0	0	0	9	0	0
CmoCh19G001850.1	null.30044	CmoCh19G001850.1	protein_coding	0	0	0	17	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	6	3	0
CmoCh19G001860.1	null.30045	CmoCh19G001860.1	protein_coding	0	0	0	8	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh19G001870.1	null.30046	CmoCh19G001870.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
CmoCh19G001880.1	null.30047	CmoCh19G001880.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh19G001890.1	null.30048	CmoCh19G001890.1	protein_coding	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G001900.1	null.30049	CmoCh19G001900.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh19G001910.1	null.30050	CmoCh19G001910.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh19G001920.1	null.30051	CmoCh19G001920.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh19G001930.1	null.30052	CmoCh19G001930.1	protein_coding	0	0	0	16	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh19G001940.1	null.30053	CmoCh19G001940.1	protein_coding	0	0	0	15	0	0	0	0	12	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G001950.1	null.30054	CmoCh19G001950.1	protein_coding	0	0	0	13	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G001990.1	null.30058	CmoCh19G001990.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh19G002000.1	null.30059	CmoCh19G002000.1	protein_coding	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G002010.1	null.30060	CmoCh19G002010.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G002020.1	null.30061	CmoCh19G002020.1	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CmoCh19G002030.1	null.30062	CmoCh19G002030.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh19G002040.1	null.30063	CmoCh19G002040.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G002050.1	null.30064	CmoCh19G002050.1	protein_coding	0	0	0	18	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	13	0	0
CmoCh19G002060.1	null.30065	CmoCh19G002060.1	protein_coding	0	0	0	20	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh19G002070.1	null.30066	CmoCh19G002070.1	protein_coding	0	1	0	33	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0
CmoCh19G002080.1	null.30067	CmoCh19G002080.1	protein_coding	0	5	3	61	0	0	0	0	4	0	41	3	0	0	0	0	0	0	0	5	0	0	14	2	0
CmoCh19G002100.1	null.30069	CmoCh19G002100.1	protein_coding	0	2	0	6	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
CmoCh19G002110.1	null.30070	CmoCh19G002110.1	protein_coding	0	0	0	16	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
CmoCh19G002120.1	null.30071	CmoCh19G002120.1	protein_coding	0	0	0	43	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh19G002130.1	null.30072	CmoCh19G002130.1	protein_coding	0	0	0	20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0
CmoCh19G002140.1	null.30073	CmoCh19G002140.1	protein_coding	0	0	0	13	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh19G002150.1	null.30074	CmoCh19G002150.1	protein_coding	0	2	1	8	0	0	0	0	2	0	5	1	0	0	0	0	0	0	0	2	0	0	1	0	0
CmoCh19G002160.1	null.30075	CmoCh19G002160.1	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G002170.1	null.30076	CmoCh19G002170.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G002180.1	null.30077	CmoCh19G002180.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G002190.1	null.30078	CmoCh19G002190.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G002200.1	null.30079	CmoCh19G002200.1	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh19G002210.1	null.30080	CmoCh19G002210.1	protein_coding	0	1	0	61	0	0	0	0	14	0	43	0	0	0	0	0	0	0	0	1	0	0	4	0	0
CmoCh19G002220.1	null.30081	CmoCh19G002220.1	protein_coding	0	1	3	92	0	0	0	0	42	0	13	3	0	0	0	0	0	0	0	1	0	0	37	0	0
CmoCh19G002230.1	null.30082	CmoCh19G002230.1	protein_coding	0	1	0	77	0	0	0	0	13	0	39	0	0	0	0	0	0	0	0	1	0	0	23	0	2
CmoCh19G002240.1	null.30083	CmoCh19G002240.1	protein_coding	0	10	1	90	0	0	0	0	6	0	33	1	0	0	0	6	0	0	0	4	0	0	13	0	38
CmoCh19G002250.1	null.30084	CmoCh19G002250.1	protein_coding	0	1	0	29	0	0	0	0	16	0	8	0	0	0	0	0	0	0	0	1	0	0	5	0	0
CmoCh19G002260.1	null.30085	CmoCh19G002260.1	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
CmoCh19G002270.1	null.30086	CmoCh19G002270.1	protein_coding	0	2	2	67	0	0	0	0	5	0	31	2	0	0	0	0	0	0	0	2	0	0	31	0	0
CmoCh19G002280.1	null.30087	CmoCh19G002280.1	protein_coding	0	3	0	33	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	32	0	0
CmoCh19G002290.1	null.30088	CmoCh19G002290.1	protein_coding	0	0	0	5	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh19G002300.1	null.30089	CmoCh19G002300.1	protein_coding	0	2	2	46	0	0	0	0	13	0	5	2	0	0	0	0	0	0	0	2	0	0	23	5	0
CmoCh19G002310.1	null.30090	CmoCh19G002310.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh19G002320.1	null.30091	CmoCh19G002320.1	protein_coding	0	2	3	13	0	0	0	0	1	0	12	3	0	0	0	0	0	0	0	2	0	0	0	0	0
CmoCh19G002330.1	null.30092	CmoCh19G002330.1	protein_coding	0	2	0	14	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2	0	0	4	0	0
CmoCh19G002340.1	null.30093	CmoCh19G002340.1	protein_coding	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
CmoCh19G002350.1	null.30094	CmoCh19G002350.1	protein_coding	0	0	0	13	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
CmoCh19G002360.1	null.30095	CmoCh19G002360.1	protein_coding	1	2	1	32	0	0	0	0	3	0	19	1	0	0	1	0	0	0	0	2	0	0	11	0	0
CmoCh19G002370.1	null.30096	CmoCh19G002370.1	protein_coding	0	2	2	16	0	0	0	0	5	0	4	2	0	0	0	0	0	0	0	2	0	0	7	0	0
CmoCh19G002380.1	null.30097	CmoCh19G002380.1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G002600.1	null.30119	CmoCh19G002600.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh19G002800.1	null.30139	CmoCh19G002800.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh19G002810.1	null.30140	CmoCh19G002810.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G002920.1	null.30151	CmoCh19G002920.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh19G002930.1	null.30152	CmoCh19G002930.1	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G002940.1	null.30153	CmoCh19G002940.1	protein_coding	0	0	1	25	0	0	0	0	10	0	12	1	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh19G002950.1	null.30154	CmoCh19G002950.1	protein_coding	0	0	0	24	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
CmoCh19G002960.1	null.30155	CmoCh19G002960.1	protein_coding	0	0	2	21	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	13	0	0
CmoCh19G002970.1	null.30156	CmoCh19G002970.1	protein_coding	0	0	0	19	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
CmoCh19G002980.1	null.30157	CmoCh19G002980.1	protein_coding	0	0	0	13	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0
CmoCh19G002990.1	null.30158	CmoCh19G002990.1	protein_coding	0	0	0	22	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0
CmoCh19G003000.1	null.30159	CmoCh19G003000.1	protein_coding	0	0	1	31	0	0	0	0	5	0	11	1	0	0	0	0	0	0	0	0	0	0	12	3	0
CmoCh19G003010.1	null.30160	CmoCh19G003010.1	protein_coding	0	0	0	16	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
CmoCh19G003020.1	null.30161	CmoCh19G003020.1	protein_coding	0	0	0	20	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
CmoCh19G003030.1	null.30162	CmoCh19G003030.1	protein_coding	0	1	1	23	0	0	0	0	4	0	5	1	0	0	0	0	0	0	0	1	0	0	12	2	0
CmoCh19G003040.1	null.30163	CmoCh19G003040.1	protein_coding	0	0	1	29	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	21	0	0
CmoCh19G003050.1	null.30164	CmoCh19G003050.1	protein_coding	0	0	0	25	0	0	0	0	8	0	15	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh19G003060.1	null.30165	CmoCh19G003060.1	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh19G003070.1	null.30166	CmoCh19G003070.1	protein_coding	0	0	1	10	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0
CmoCh19G003080.1	null.30167	CmoCh19G003080.1	protein_coding	0	7	5	111	0	0	0	0	25	0	34	5	0	0	0	0	0	0	0	7	0	0	48	2	2
CmoCh19G003090.1	null.30168	CmoCh19G003090.1	protein_coding	0	1	3	196	0	0	0	0	53	0	122	3	0	0	0	0	0	0	0	1	0	0	21	0	0
CmoCh19G003100.1	null.30169	CmoCh19G003100.1	protein_coding	0	4	0	131	0	0	0	0	69	0	13	0	0	0	0	0	0	0	0	4	0	0	43	6	0
CmoCh19G003110.1	null.30170	CmoCh19G003110.1	protein_coding	0	4	4	137	0	0	0	0	67	0	0	4	0	0	0	0	0	0	0	4	0	0	69	0	1
CmoCh19G003120.1	null.30171	CmoCh19G003120.1	protein_coding	0	2	1	82	0	0	0	0	69	0	6	1	0	0	0	0	0	0	0	2	0	0	2	2	3
CmoCh19G003130.1	null.30172	CmoCh19G003130.1	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh19G003140.1	null.30173	CmoCh19G003140.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G003170.1	null.30176	CmoCh19G003170.1	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G003180.1	null.30177	CmoCh19G003180.1	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh19G003190.1	null.30178	CmoCh19G003190.1	protein_coding	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh19G003200.1	null.30179	CmoCh19G003200.1	protein_coding	0	2	1	40	0	0	0	0	32	0	0	1	0	0	0	0	0	0	0	2	0	0	8	0	0
CmoCh19G003210.1	null.30180	CmoCh19G003210.1	protein_coding	0	0	0	11	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0
CmoCh19G003220.1	null.30181	CmoCh19G003220.1	protein_coding	0	0	0	16	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
CmoCh19G003230.1	null.30182	CmoCh19G003230.1	protein_coding	0	0	0	16	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
CmoCh19G003240.1	null.30183	CmoCh19G003240.1	protein_coding	0	0	0	14	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
CmoCh19G003250.1	null.30184	CmoCh19G003250.1	protein_coding	0	0	0	42	0	0	0	0	2	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
