CHROM	POS	HighSI	LowSI	DeltaSI	Gstat	ED4	LOD	BBLogBF	NumSNPs	MeanHighDP	MeanLowDP	HighSI_p99	HighSI_p95	HighSI_m_p99	HighSI_m_p95	LowSI_p99	LowSI_p95	LowSI_m_p99	LowSI_m_p95	DeltaSI_p99	DeltaSI_p95	DeltaSI_m_p99	DeltaSI_m_p95	Gstat_p99	Gstat_p95	ED4_p99	ED4_p95	LOD_p99	LOD_p95	BBLogBF_p99	BBLogBF_p95
Cp4.1LG00	39206954	0.346718	0.366871	-0.020152	7.261636	0.003035	1.606346	0.521264	116	249	118	0.582329	0.550201	0.417671	0.441767	0.618644	0.576271	0.381356	0.423729	0.139405	0.093901	-0.137635	-0.093459	6.716795	3.775533	0.000439	0.000139	1.470877	0.823531	0.420012	-0.227306
Cp4.1LG00	39306954	0.351213	0.377420	-0.026207	7.512421	0.003453	1.663977	0.598274	125	263	117	0.574144	0.547529	0.406844	0.444867	0.623932	0.581197	0.376068	0.418803	0.144877	0.087843	-0.163888	-0.094570	8.691293	3.815832	0.000721	0.000140	1.898179	0.834311	0.844859	-0.218998
Cp4.1LG00	39406954	0.365726	0.392970	-0.027244	8.027367	0.003931	1.781475	0.739043	129	254	113	0.574803	0.547244	0.421260	0.448819	0.619469	0.575221	0.389381	0.424779	0.140130	0.085081	-0.144101	-0.093896	7.208667	3.492274	0.000533	0.000125	1.575685	0.766040	0.529882	-0.279762
Cp4.1LG00	39506954	0.388317	0.410819	-0.022502	9.165647	0.004524	2.035850	1.015718	125	256	111	0.574219	0.550781	0.417969	0.449219	0.639640	0.576577	0.387387	0.423423	0.137564	0.091006	-0.152555	-0.090126	7.372208	3.666571	0.000563	0.000141	1.615613	0.802903	0.571950	-0.240732
Cp4.1LG00	39606954	0.412664	0.427056	-0.014392	10.648664	0.005121	2.365568	1.362278	120	261	114	0.578544	0.547893	0.425287	0.448276	0.622807	0.570175	0.368421	0.421053	0.148820	0.095079	-0.143275	-0.088022	7.809218	3.901202	0.000607	0.000151	1.707806	0.850799	0.658878	-0.198106
Cp4.1LG00	39706954	0.432629	0.438144	-0.005515	12.067863	0.005588	2.680718	1.686438	122	259	112	0.579151	0.552124	0.420849	0.447876	0.616071	0.580357	0.383929	0.419643	0.136342	0.091217	-0.145029	-0.093871	7.461302	3.806884	0.000569	0.000149	1.628390	0.833765	0.582642	-0.211985
Cp4.1LG00	39806954	0.445403	0.443164	0.002239	13.179694	0.005865	2.927549	1.935090	124	283	114	0.575972	0.544170	0.416961	0.448763	0.614035	0.570175	0.394737	0.421053	0.126650	0.088153	-0.151014	-0.091811	7.438419	3.655484	0.000522	0.000125	1.630012	0.795726	0.575892	-0.258353
Cp4.1LG00	39906954	0.452337	0.444592	0.007746	13.934496	0.005977	3.094833	2.100539	122	268	99	0.582090	0.552239	0.421642	0.447761	0.636364	0.585859	0.373737	0.414141	0.146654	0.098146	-0.160938	-0.097053	8.389928	3.853608	0.000801	0.000179	1.847326	0.845721	0.818393	-0.183145
Cp4.1LG00	40006954	0.455171	0.444036	0.011135	14.343381	0.005956	3.184959	2.187208	129	263	98	0.577947	0.547529	0.410646	0.444867	0.612245	0.581633	0.377551	0.408163	0.141771	0.099946	-0.151975	-0.093543	6.933519	3.853738	0.000592	0.000183	1.518364	0.841763	0.492206	-0.184368
Cp4.1LG00	40106954	0.455927	0.442700	0.013227	14.435651	0.005825	3.204743	2.203160	127	264	98	0.575758	0.549242	0.424242	0.450758	0.612245	0.581633	0.357143	0.408163	0.155689	0.102041	-0.150124	-0.090368	7.306249	3.735678	0.000656	0.000172	1.596899	0.819534	0.570528	-0.206860
Cp4.1LG00	40206954	0.457006	0.441830	0.015176	14.313091	0.005617	3.176954	2.171783	126	265	99	0.577358	0.547170	0.418868	0.452830	0.626263	0.575758	0.383838	0.414141	0.141796	0.091519	-0.135697	-0.090300	7.226148	3.334792	0.000625	0.000135	1.576157	0.730012	0.547978	-0.298164
Cp4.1LG00	40306954	0.459908	0.442200	0.017709	14.116946	0.005373	3.132548	2.124161	137	264	98	0.575758	0.549242	0.424242	0.450758	0.612245	0.581633	0.357143	0.408163	0.155689	0.102041	-0.150124	-0.090368	7.306249	3.735678	0.000656	0.000172	1.596899	0.819534	0.570528	-0.206860
Cp4.1LG00	40406954	0.464167	0.443926	0.020241	13.905355	0.005116	3.083958	2.073219	141	249	94	0.574297	0.550201	0.421687	0.445783	0.627660	0.585106	0.372340	0.425532	0.141716	0.092754	-0.156584	-0.104588	6.904462	3.888852	0.000642	0.000204	1.512925	0.848785	0.496528	-0.167579
Cp4.1LG00	40506954	0.468051	0.447130	0.020921	13.597712	0.004856	3.013495	2.001768	139	251	95	0.577689	0.545817	0.422311	0.450199	0.631579	0.578947	0.368421	0.410526	0.152652	0.100859	-0.154624	-0.097169	6.843132	3.777512	0.000615	0.000188	1.501444	0.824015	0.482905	-0.194478
Cp4.1LG00	40606954	0.470149	0.450906	0.019244	13.076082	0.004599	2.895269	1.881925	132	252	98	0.575397	0.547619	0.416667	0.448413	0.632653	0.581633	0.357143	0.418367	0.166667	0.098639	-0.151928	-0.099774	8.936270	4.253940	0.000991	0.000229	1.956407	0.929970	0.932789	-0.093616
Cp4.1LG00	40706954	0.468763	0.454545	0.014218	12.219862	0.004326	2.703100	1.686723	138	238	88	0.584034	0.554622	0.407563	0.449580	0.636364	0.590909	0.363636	0.409091	0.188025	0.101318	-0.159091	-0.102273	9.612251	3.700460	0.001401	0.000210	2.102923	0.814715	1.099533	-0.188687
Cp4.1LG00	40806954	0.463896	0.458899	0.004997	10.944820	0.004012	2.418803	1.400506	137	242	89	0.582645	0.553719	0.409091	0.450413	0.629213	0.584270	0.359551	0.404494	0.154006	0.107903	-0.165242	-0.096017	8.314725	3.795708	0.001019	0.000213	1.822489	0.828276	0.816339	-0.177826
Cp4.1LG00	40906954	0.457755	0.464782	-0.007027	9.229258	0.003615	2.037424	1.020276	131	252	90	0.587302	0.547619	0.412698	0.448413	0.622222	0.588889	0.355556	0.411111	0.162698	0.103968	-0.166667	-0.106349	8.444792	4.008367	0.001017	0.000229	1.847886	0.874915	0.837651	-0.135287
Cp4.1LG00	41006954	0.452502	0.471521	-0.019019	7.359970	0.003355	1.622947	0.610999	136	264	91	0.579545	0.549242	0.412879	0.446970	0.626374	0.582418	0.351648	0.417582	0.156677	0.099817	-0.165002	-0.098319	7.609388	3.874186	0.000783	0.000207	1.671459	0.849476	0.656816	-0.165121
Cp4.1LG00	41106954	0.449711	0.477639	-0.027928	6.197712	0.004330	1.367044	0.363881	133	268	91	0.574627	0.544776	0.425373	0.447761	0.626374	0.593407	0.351648	0.417582	0.145851	0.094022	-0.148557	-0.104191	7.620038	3.625669	0.000789	0.000180	1.668631	0.795283	0.653187	-0.220143
Cp4.1LG00	41206954	0.449352	0.482406	-0.033053	6.384094	0.006814	1.410678	0.417934	119	281	92	0.576512	0.544484	0.423488	0.451957	0.630435	0.586957	0.358696	0.413043	0.143083	0.099413	-0.160490	-0.102584	7.129265	3.823354	0.000663	0.000191	1.562197	0.839997	0.542419	-0.179770
Cp4.1LG00	41306954	0.451864	0.487476	-0.035612	7.597491	0.010121	1.681855	0.699969	112	262	88	0.568702	0.549618	0.419847	0.446565	0.636364	0.590909	0.363636	0.409091	0.163168	0.102273	-0.159525	-0.106176	7.688088	3.866088	0.000848	0.000216	1.682653	0.847535	0.673840	-0.161250
Cp4.1LG00	41406954	0.455598	0.494190	-0.038592	8.986490	0.013473	1.992853	1.021827	104	271	89	0.571956	0.546125	0.420664	0.450185	0.617978	0.573034	0.359551	0.415730	0.164766	0.100875	-0.152867	-0.092832	8.561154	3.563848	0.001024	0.000179	1.874080	0.780906	0.861621	-0.231526
Cp4.1LG00	41506954	0.458893	0.501438	-0.042545	10.320646	0.016538	2.291619	1.329832	106	270	93	0.581481	0.548148	0.429630	0.451852	0.634409	0.580645	0.354839	0.419355	0.177778	0.093549	-0.142533	-0.092114	9.585092	3.812743	0.001194	0.000192	2.103862	0.834697	1.084464	-0.184626
Cp4.1LG00	41606954	0.459656	0.506335	-0.046679	11.526641	0.019099	2.561686	1.605372	114	260	91	0.576923	0.550000	0.415385	0.446154	0.626374	0.582418	0.351648	0.406593	0.166484	0.103297	-0.160440	-0.102198	7.814278	4.001600	0.000842	0.000221	1.707800	0.873851	0.694051	-0.139880
Cp4.1LG00	41706954	0.456402	0.505937	-0.049535	12.476767	0.020859	2.775144	1.820018	113	260	91	0.576923	0.550000	0.415385	0.446154	0.626374	0.582418	0.351648	0.406593	0.166484	0.103297	-0.160440	-0.102198	7.814278	4.001600	0.000842	0.000221	1.707800	0.873851	0.694051	-0.139880
Cp4.1LG00	41806954	0.451304	0.501540	-0.050235	13.097067	0.021827	2.915960	1.961269	110	189	76	0.582011	0.560847	0.402116	0.433862	0.644737	0.592105	0.342105	0.407895	0.155389	0.110345	-0.179268	-0.110903	6.967214	3.460218	0.001036	0.000257	1.524774	0.760460	0.558062	-0.206264
Cp4.1LG00	41906954	0.446212	0.494873	-0.048661	13.440405	0.022259	2.995790	2.042821	112	187	76	0.588235	0.561497	0.406417	0.438503	0.644737	0.592105	0.328947	0.407895	0.174993	0.107937	-0.192654	-0.118632	8.080380	3.969053	0.001402	0.000337	1.770724	0.866966	0.804611	-0.099059
Cp4.1LG00	42006954	0.441501	0.487279	-0.045778	13.672323	0.022533	3.050918	2.100682	103	188	76	0.590426	0.558511	0.409574	0.441489	0.644737	0.592105	0.368421	0.407895	0.174132	0.113382	-0.184770	-0.113661	8.479487	3.757506	0.001535	0.000305	1.862477	0.827125	0.896047	-0.139283
Cp4.1LG00	42106954	0.437125	0.480038	-0.042913	13.817443	0.022606	3.086125	2.139030	102	189	78	0.587302	0.555556	0.396825	0.433862	0.653846	0.589744	0.358974	0.397436	0.167888	0.104600	-0.181523	-0.121897	8.291923	3.928928	0.001403	0.000316	1.822753	0.867178	0.852012	-0.103542
Cp4.1LG00	42206954	0.433641	0.474643	-0.041002	13.744639	0.022147	3.072071	2.127759	103	197	77	0.588832	0.558376	0.411168	0.436548	0.649351	0.597403	0.350649	0.415584	0.157427	0.103831	-0.196520	-0.110687	7.789457	3.580232	0.001234	0.000265	1.712369	0.790777	0.741047	-0.180540
Cp4.1LG00	42306954	0.432911	0.473428	-0.040517	13.352254	0.020882	2.986114	2.044012	98	193	77	0.580311	0.554404	0.414508	0.435233	0.649351	0.597403	0.363636	0.402597	0.167418	0.110289	-0.198507	-0.115470	7.989034	4.066185	0.001323	0.000344	1.749991	0.889875	0.779961	-0.080123
Cp4.1LG00	42406954	0.437724	0.478559	-0.040835	12.587256	0.018583	2.817692	1.877134	92	193	74	0.590674	0.559585	0.414508	0.435233	0.635135	0.581081	0.351351	0.405405	0.161602	0.110699	-0.151029	-0.106428	5.721287	3.292547	0.000717	0.000238	1.258818	0.726284	0.294918	-0.237598
Cp4.1LG00	42506954	0.448152	0.489918	-0.041766	11.400323	0.015034	2.557212	1.618137	93	212	75	0.589623	0.556604	0.424528	0.443396	0.653333	0.586667	0.346667	0.413333	0.163585	0.104717	-0.191069	-0.108805	8.104313	3.455283	0.001333	0.000246	1.781957	0.756670	0.810456	-0.214753
Cp4.1LG00	42606954	0.464393	0.507190	-0.042798	9.784512	0.010394	2.202691	1.264824	89	219	75	0.584475	0.552511	0.401826	0.442922	0.640000	0.600000	0.346667	0.413333	0.164749	0.103013	-0.189407	-0.112877	9.148661	3.719857	0.001677	0.000280	2.002449	0.820570	1.029174	-0.152684
Cp4.1LG00	42706954	0.484427	0.526999	-0.042572	8.029140	0.005665	1.817135	0.879528	81	207	77	0.589372	0.555556	0.405797	0.444444	0.636364	0.584416	0.337662	0.402597	0.184077	0.106155	-0.160236	-0.105528	7.742785	3.601299	0.001156	0.000260	1.702141	0.788345	0.727864	-0.185862
Cp4.1LG00	42806954	0.503709	0.544463	-0.040753	6.658733	0.002285	1.516754	0.577966	77	205	76	0.580488	0.556098	0.409756	0.443902	0.644737	0.592105	0.368421	0.407895	0.159884	0.108730	-0.173042	-0.117009	6.822702	3.848338	0.000937	0.000295	1.502702	0.845856	0.531034	-0.125752
Cp4.1LG00	42906954	0.518222	0.556113	-0.037891	6.101440	0.001089	1.396490	0.455168	78	204	78	0.598039	0.558824	0.411765	0.446078	0.628205	0.589744	0.358974	0.410256	0.174209	0.110483	-0.160634	-0.105204	7.786587	3.730132	0.001194	0.000277	1.704377	0.818319	0.728990	-0.157051
Cp4.1LG00	43006954	0.527722	0.561977	-0.034255	6.219809	0.001103	1.425307	0.481081	69	183	75	0.590164	0.557377	0.404372	0.437158	0.653333	0.600000	0.346667	0.400000	0.172459	0.112568	-0.177268	-0.116722	7.390176	3.716653	0.001208	0.000308	1.624010	0.819240	0.661299	-0.143466
Cp4.1LG00	43106954	0.536106	0.565871	-0.029765	6.605022	0.001365	1.513536	0.566953	67	192	77	0.583333	0.557292	0.395833	0.437500	0.636364	0.597403	0.376623	0.402597	0.149486	0.097538	-0.188515	-0.110661	7.793353	3.486920	0.001263	0.000253	1.707345	0.764779	0.737636	-0.204920
Cp4.1LG00	43206954	0.543423	0.569143	-0.025720	7.221621	0.001851	1.653673	0.704881	65	195	76	0.584615	0.553846	0.410256	0.441026	0.631579	0.592105	0.355263	0.407895	0.175169	0.109379	-0.145951	-0.106275	6.698229	3.262538	0.000942	0.000225	1.471471	0.715363	0.502814	-0.253248
Cp4.1LG00	43306954	0.547609	0.571239	-0.023629	8.079061	0.002555	1.848264	0.896720	61	203	78	0.596059	0.551724	0.408867	0.443350	0.628205	0.589744	0.358974	0.397436	0.165151	0.108943	-0.161173	-0.105027	6.271306	3.545240	0.000780	0.000249	1.375801	0.775464	0.400703	-0.199599
Cp4.1LG00	43406954	0.548037	0.570943	-0.022906	9.075685	0.003337	2.074821	1.119311	63	201	78	0.592040	0.552239	0.417910	0.442786	0.641026	0.589744	0.358974	0.410256	0.176234	0.112897	-0.175469	-0.105052	9.108451	3.605493	0.001636	0.000261	2.000986	0.791143	1.026440	-0.183336
Cp4.1LG00	43506954	0.543538	0.567192	-0.023655	10.020384	0.004096	2.289251	1.329541	58	211	78	0.587678	0.554502	0.402844	0.440758	0.653846	0.589744	0.346154	0.410256	0.169887	0.110524	-0.194981	-0.114960	8.398449	4.215733	0.001364	0.000344	1.841589	0.920181	0.864188	-0.057176
Cp4.1LG00	43606954	0.536028	0.562000	-0.025972	10.818000	0.004839	2.468924	1.505625	47	234	80	0.585470	0.555556	0.410256	0.444444	0.650000	0.600000	0.362500	0.412500	0.162179	0.104915	-0.162821	-0.113782	6.779149	4.022205	0.000810	0.000288	1.481993	0.881508	0.494734	-0.105746
Cp4.1LG00	43706954	0.527915	0.556478	-0.028563	11.498761	0.005603	2.620667	1.653247	48	249	81	0.582329	0.546185	0.413655	0.441767	0.641975	0.592593	0.345679	0.407407	0.156031	0.103228	-0.167187	-0.106649	7.638271	3.904258	0.000968	0.000258	1.679734	0.856277	0.687047	-0.136349
Cp4.1LG00	43806954	0.516023	0.547449	-0.031426	12.099729	0.006462	2.753134	1.781205	46	257	80	0.575875	0.548638	0.420233	0.447471	0.637500	0.587500	0.350000	0.400000	0.168093	0.108901	-0.155593	-0.104426	7.523738	3.908567	0.000926	0.000258	1.661154	0.853692	0.668795	-0.138540
Cp4.1LG00	43906954	0.498151	0.532520	-0.034369	12.633292	0.007433	2.869300	1.893239	41	262	82	0.572519	0.549618	0.416031	0.450382	0.658537	0.585366	0.365854	0.414634	0.155558	0.101470	-0.171569	-0.104450	8.083205	3.517931	0.001049	0.000200	1.773073	0.769850	0.775741	-0.227433
Cp4.1LG00	44006954	0.474769	0.513224	-0.038454	13.075972	0.008430	2.964478	1.984866	39	261	84	0.578544	0.551724	0.409962	0.448276	0.642857	0.595238	0.357143	0.416667	0.160098	0.106595	-0.178024	-0.103585	7.697170	4.130754	0.000921	0.000267	1.684379	0.905827	0.683329	-0.095211
Cp4.1LG00	44106954	0.450143	0.495239	-0.045095	13.386065	0.009295	3.030299	2.047521	39	261	82	0.570881	0.547893	0.417625	0.448276	0.621951	0.585366	0.353659	0.414634	0.152416	0.100177	-0.148584	-0.098776	6.081001	3.270912	0.000596	0.000174	1.329263	0.718672	0.332169	-0.278426
Cp4.1LG00	44206954	0.430956	0.484512	-0.053556	13.500463	0.009854	3.054132	2.067779	35	254	85	0.578740	0.551181	0.417323	0.444882	0.623529	0.588235	0.352941	0.411765	0.143353	0.100000	-0.151088	-0.107735	6.421361	3.672345	0.000639	0.000207	1.407224	0.802668	0.405706	-0.198857
Cp4.1LG00	44306954	0.419223	0.482430	-0.063207	13.336179	0.010040	3.016913	2.025387	30	254	83	0.570866	0.551181	0.425197	0.444882	0.638554	0.590361	0.349398	0.409639	0.166113	0.109572	-0.181624	-0.110046	8.637989	4.189482	0.001192	0.000283	1.894786	0.918108	0.897097	-0.079537
Cp4.1LG00	44406954	0.412708	0.487896	-0.075188	12.703635	0.009855	2.873718	1.875933	28	264	86	0.583333	0.549242	0.416667	0.446970	0.627907	0.581395	0.337209	0.406977	0.154687	0.107910	-0.154687	-0.103858	8.798295	3.971934	0.001151	0.000235	1.923649	0.873572	0.918163	-0.131917
Cp4.1LG00	44506954	0.409673	0.497685	-0.088012	11.676701	0.009378	2.641624	1.637351	29	183	77	0.590164	0.551913	0.404372	0.431694	0.636364	0.597403	0.363636	0.402597	0.149316	0.106948	-0.184160	-0.119225	7.329560	3.576663	0.001150	0.000275	1.606417	0.788486	0.639731	-0.178217
Cp4.1LG00	44606954	0.413205	0.506193	-0.092988	10.430809	0.008656	2.360398	1.350710	28	186	78	0.586022	0.559140	0.403226	0.435484	0.641026	0.589744	0.371795	0.410256	0.159222	0.104632	-0.173284	-0.113317	6.671596	3.662696	0.000928	0.000281	1.463391	0.804961	0.493708	-0.164707
Cp4.1LG00	44706954	0.430083	0.510176	-0.080093	9.262655	0.007755	2.096032	1.085653	27	191	80	0.602094	0.565445	0.408377	0.439791	0.650000	0.587500	0.337500	0.400000	0.192474	0.111060	-0.172709	-0.113089	8.519911	3.789058	0.001397	0.000285	1.875772	0.829815	0.900485	-0.145372
Cp4.1LG00	44806954	0.457163	0.507609	-0.050445	8.489492	0.006855	1.919298	0.913513	28	210	111	0.590476	0.557143	0.409524	0.442857	0.621622	0.576577	0.387387	0.423423	0.133720	0.095110	-0.164479	-0.100387	7.860093	3.801697	0.000732	0.000173	1.721174	0.831890	0.691395	-0.197864
Cp4.1LG00	44906954	0.475931	0.495411	-0.019480	7.806309	0.005875	1.762292	0.756445	21	233	120	0.575107	0.549356	0.420601	0.442060	0.616667	0.575000	0.383333	0.416667	0.132940	0.089771	-0.144814	-0.094564	6.615667	3.881504	0.000431	0.000150	1.450020	0.850494	0.401471	-0.198035
Cp4.1LG00	45006954	0.477108	0.471832	0.005276	7.104198	0.004949	1.599945	0.586126	21	218	123	0.577982	0.555046	0.408257	0.440367	0.609756	0.569106	0.365854	0.422764	0.141866	0.093719	-0.152495	-0.089543	7.707548	3.677600	0.000603	0.000138	1.685391	0.804958	0.638435	-0.241986
Cp4.1LG00	45106954	0.464746	0.440139	0.024607	6.381230	0.004123	1.431566	0.405914	18	209	132	0.588517	0.555024	0.406699	0.435407	0.613636	0.568182	0.393939	0.424242	0.139553	0.094498	-0.154306	-0.096491	7.899718	4.224975	0.000597	0.000169	1.727333	0.924049	0.674238	-0.129034
Cp4.1LG00	45206954	0.447148	0.406242	0.040906	5.604090	0.003299	1.250145	0.212355	18	209	132	0.588517	0.555024	0.406699	0.435407	0.613636	0.568182	0.393939	0.424242	0.139553	0.094498	-0.154306	-0.096491	7.899718	4.224975	0.000597	0.000169	1.727333	0.924049	0.674238	-0.129034
Cp4.1LG00	45306954	0.430840	0.377121	0.053719	4.879814	0.002555	1.080246	0.031637	20	200	124	0.590000	0.555000	0.410000	0.440000	0.620968	0.572581	0.379032	0.427419	0.152581	0.094516	-0.145645	-0.092581	7.158695	3.699116	0.000547	0.000146	1.566557	0.810583	0.525427	-0.230539
Cp4.1LG00	45406954	0.422219	0.359215	0.063005	4.297923	0.001977	0.943177	-0.114073	20	193	121	0.580311	0.554404	0.398964	0.440415	0.611570	0.570248	0.388430	0.421488	0.156725	0.090353	-0.152529	-0.098874	8.081447	3.900990	0.000741	0.000171	1.766988	0.852447	0.732077	-0.182464
Cp4.1LG00	45506954	0.424324	0.355101	0.069222	3.954670	0.001655	0.862099	-0.199427	19	181	106	0.596685	0.563536	0.408840	0.436464	0.622642	0.584906	0.377358	0.415094	0.153029	0.101012	-0.171219	-0.105181	7.826589	3.786846	0.000859	0.000202	1.713719	0.830000	0.701820	-0.181883
Cp4.1LG00	45606954	0.431247	0.360562	0.070686	3.881336	0.001638	0.844453	-0.215388	19	181	106	0.596685	0.563536	0.408840	0.436464	0.622642	0.584906	0.377358	0.415094	0.153029	0.101012	-0.171219	-0.105181	7.826589	3.786846	0.000859	0.000202	1.713719	0.830000	0.701820	-0.181883
Cp4.1LG00	45706954	0.438639	0.369296	0.069343	3.888400	0.001734	0.845762	-0.210468	17	141	106	0.602837	0.560284	0.390071	0.432624	0.613208	0.575472	0.358491	0.415094	0.168808	0.102703	-0.157099	-0.100428	7.497906	3.557184	0.000959	0.000217	1.640570	0.779167	0.650205	-0.211182
Cp4.1LG00	45806954	0.442899	0.376505	0.066394	3.861620	0.001826	0.839728	-0.214188	18	138	104	0.608696	0.565217	0.376812	0.427536	0.615385	0.576923	0.365385	0.423077	0.154265	0.105909	-0.159002	-0.108277	7.313207	3.990715	0.000957	0.000286	1.601666	0.874484	0.615635	-0.111531
Cp4.1LG00	45906954	0.444191	0.383086	0.061105	3.742838	0.001879	0.813725	-0.238567	18	138	104	0.608696	0.565217	0.376812	0.427536	0.615385	0.576923	0.365385	0.423077	0.154265	0.105909	-0.159002	-0.108277	7.313207	3.990715	0.000957	0.000286	1.601666	0.874484	0.615635	-0.111531
Cp4.1LG00	46006954	0.444774	0.390946	0.053828	3.506578	0.001875	0.762245	-0.287285	18	147	105	0.605442	0.564626	0.394558	0.428571	0.619048	0.580952	0.380952	0.419048	0.151020	0.100680	-0.178231	-0.107483	7.839641	3.747189	0.001009	0.000235	1.719478	0.821628	0.726458	-0.171355
Cp4.1LG00	46106954	0.447982	0.402054	0.045928	3.178147	0.001817	0.690866	-0.352695	17	152	108	0.592105	0.565789	0.401316	0.434211	0.620370	0.574074	0.361111	0.416667	0.165205	0.108431	-0.162280	-0.103070	7.556521	3.789884	0.000896	0.000226	1.655485	0.828482	0.655930	-0.171044
Cp4.1LG00	46206954	0.459586	0.419642	0.039944	2.823881	0.001731	0.614168	-0.416554	17	152	108	0.592105	0.565789	0.401316	0.434211	0.620370	0.574074	0.361111	0.416667	0.165205	0.108431	-0.162280	-0.103070	7.556521	3.789884	0.000896	0.000226	1.655485	0.828482	0.655930	-0.171044
Cp4.1LG00	46306954	0.485286	0.446817	0.038469	2.541594	0.001658	0.553516	-0.454007	16	157	110	0.592357	0.566879	0.394904	0.433121	0.609091	0.572727	0.372727	0.418182	0.166879	0.107759	-0.165953	-0.091372	8.255211	3.569679	0.001020	0.000192	1.807851	0.781150	0.803083	-0.223588
Cp4.1LG00	46406954	0.528997	0.485722	0.043276	2.437343	0.001647	0.531961	-0.441367	16	157	110	0.592357	0.566879	0.394904	0.433121	0.609091	0.572727	0.372727	0.418182	0.166879	0.107759	-0.165953	-0.091372	8.255211	3.569679	0.001020	0.000192	1.807851	0.781150	0.803083	-0.223588
Cp4.1LG00	46506954	0.584964	0.533801	0.051163	2.463881	0.001681	0.538918	-0.395585	11	154	136	0.597403	0.564935	0.396104	0.428571	0.610294	0.573529	0.382353	0.426471	0.156608	0.094729	-0.162242	-0.107334	8.594430	4.200272	0.000889	0.000212	1.879294	0.918802	0.850743	-0.109737
Cp4.1LG00	46606954	0.636378	0.580049	0.056329	2.503257	0.001721	0.548586	-0.354466	12	158	129	0.601266	0.569620	0.398734	0.430380	0.620155	0.573643	0.395349	0.426357	0.160190	0.101168	-0.148169	-0.094839	7.273663	3.838788	0.000658	0.000184	1.591058	0.839576	0.566136	-0.185332
Cp4.1LG00	46706954	0.665654	0.611047	0.054607	2.511158	0.001712	0.551017	-0.340247	13	151	122	0.596026	0.562914	0.384106	0.430464	0.614754	0.573770	0.385246	0.426230	0.144881	0.098849	-0.148681	-0.103898	7.003414	3.566249	0.000677	0.000176	1.532569	0.780519	0.518679	-0.233362
Cp4.1LG00	46806954	0.672089	0.627012	0.045077	2.439225	0.001582	0.535433	-0.358450	12	106	54	0.613208	0.575472	0.358491	0.415094	0.666667	0.611111	0.314815	0.388889	0.214885	0.148148	-0.197065	-0.139763	6.679778	3.987990	0.002132	0.000791	1.485912	0.882026	0.608388	0.004758
Cp4.1LG00	46906954	0.661128	0.632698	0.028430	2.270496	0.001299	0.498279	-0.401256	12	106	54	0.613208	0.575472	0.358491	0.415094	0.666667	0.611111	0.314815	0.388889	0.214885	0.148148	-0.197065	-0.139763	6.679778	3.987990	0.002132	0.000791	1.485912	0.882026	0.608388	0.004758
Cp4.1LG00	47006954	0.638613	0.630802	0.007811	2.032931	0.000908	0.445822	-0.459755	11	109	55	0.614679	0.577982	0.366972	0.412844	0.672727	0.618182	0.327273	0.400000	0.187323	0.132443	-0.232527	-0.141952	7.909109	4.127401	0.002940	0.000809	1.739017	0.911615	0.857064	0.029719
Cp4.1LG00	47106954	0.619069	0.626974	-0.007905	2.845481	0.003864	0.627528	-0.285559	12	135	55	0.600000	0.570370	0.400000	0.429630	0.672727	0.600000	0.327273	0.381818	0.214142	0.133333	-0.203367	-0.134006	8.225625	3.957889	0.002716	0.000638	1.823514	0.868793	0.927000	-0.027493
Cp4.1LG00	47206954	0.614287	0.615228	-0.000941	8.381044	0.021560	1.862571	0.938367	15	154	55	0.597403	0.558442	0.389610	0.428571	0.654545	0.600000	0.327273	0.381818	0.187013	0.127273	-0.184416	-0.125974	6.426387	3.596854	0.001559	0.000498	1.422805	0.796472	0.518382	-0.107721
Cp4.1LG00	47306954	0.619646	0.590424	0.029223	17.654717	0.050177	3.930186	2.994336	14	180	59	0.594444	0.561111	0.411111	0.438889	0.661017	0.610169	0.338983	0.389831	0.188230	0.126836	-0.194350	-0.120998	7.060394	3.940431	0.001588	0.000497	1.554253	0.869971	0.630225	-0.054026
Cp4.1LG00	47406954	0.627562	0.554011	0.073551	30.516059	0.085670	6.792363	5.844017	12	197	62	0.588832	0.553299	0.401015	0.441624	0.677419	0.612903	0.306452	0.403226	0.191583	0.120517	-0.195759	-0.123792	8.390579	3.862731	0.001960	0.000420	1.851140	0.844374	0.914248	-0.092375
Cp4.1LG00	47506954	0.637799	0.512704	0.125095	47.466724	0.127188	10.558072	9.594544	14	215	67	0.581395	0.553488	0.413953	0.441860	0.641791	0.597015	0.328358	0.402985	0.175703	0.104963	-0.182090	-0.115030	6.909120	3.653191	0.001128	0.000321	1.525454	0.805071	0.571378	-0.148935
Cp4.1LG00	47606954	0.645753	0.475336	0.170416	63.574968	0.163645	14.133036	13.154019	14	215	67	0.581395	0.553488	0.413953	0.441860	0.641791	0.597015	0.328358	0.402985	0.175703	0.104963	-0.182090	-0.115030	6.909120	3.653191	0.001128	0.000321	1.525454	0.805071	0.571378	-0.148935
Cp4.1LG00	47706954	0.648088	0.447225	0.200863	74.484886	0.186116	16.551813	15.559368	13	224	69	0.580357	0.553571	0.415179	0.446429	0.637681	0.608696	0.333333	0.391304	0.171196	0.116524	-0.172295	-0.108696	6.906692	3.997834	0.001079	0.000359	1.515692	0.883169	0.554758	-0.077778
